,Player,Week,FPts,xFP,Diff
2714,Rashod Bateman,5,0.0,5.39,-5.39
3070,Travis Etienne,5,8.8,14.21,-5.41
801,Darnell Mooney,8,2.1,7.52,-5.42
106,Alvin Kamara,4,11.2,16.62,-5.42
2782,Rome Odunze,11,6.1,11.53,-5.43
906,DeMario Douglas,3,2.7,8.13,-5.43
1356,JJ McCarthy,12,2.48,7.92,-5.44
1307,Isaiah Bond,6,2.9,8.36,-5.46
2565,Ollie Gordon,4,1.0,6.46,-5.46
955,Derrick Henry,2,2.3,7.77,-5.47
3394,Xavier Hutchinson,7,2.3,7.77,-5.47
31,Aaron Jones,11,11.1,16.58,-5.48
139,Andrei Iosivas,8,0.0,5.48,-5.48
692,DJ Giddens,1,4.1,9.59,-5.49
2670,RJ Harvey,11,8.0,13.51,-5.51
1923,Justin Fields,6,4.9,10.42,-5.52
3143,Trevor Lawrence,4,11.66,17.18,-5.52
2780,Rome Odunze,9,0.0,5.53,-5.53
2260,Mac Jones,6,16.18,21.72,-5.54
1718,Jerry Jeudy,11,5.1,10.64,-5.54
661,Courtland Sutton,2,1.6,7.16,-5.56
1172,Garrett Wilson,10,0.0,5.57,-5.57
3064,Tory Horton,7,0.0,5.57,-5.57
557,Chris Olave,12,16.0,21.59,-5.59
1181,Geno Smith,10,5.42,11.01,-5.59
2415,Michael Mayer,9,5.6,11.2,-5.6
2990,Terry McLaurin,2,9.8,15.42,-5.62
757,Dalton Schultz,12,1.8,7.43,-5.63
1737,Joe Flacco,12,10.62,16.25,-5.63
569,Christian Kirk,9,6.6,12.24,-5.64
2677,Rachaad White,7,8.4,14.05,-5.65
554,Chris Olave,8,14.0,19.66,-5.66
1412,Jacory Croskey-Merritt,6,6.8,12.46,-5.66
1413,Jacory Croskey-Merritt,7,4.2,9.87,-5.67
2792,Romeo Doubs,10,1.5,7.17,-5.67
2877,Shedeur Sanders,11,2.48,8.16,-5.68
1489,Jalen Hurts,11,14.5,20.18,-5.68
2066,Kenneth Walker,1,5.4,11.11,-5.71
2439,Michael Wilson,1,1.5,7.21,-5.71
1242,Harold Fannin,4,4.5,10.22,-5.72
601,Chuba Hubbard,7,7.5,13.24,-5.74
684,D'Andre Swift,10,14.8,20.56,-5.76
2698,Rashid Shaheed,1,9.3,15.09,-5.79
454,Cam Ward,2,10.8,16.61,-5.81
435,Calvin Ridley,1,6.7,12.51,-5.81
2725,Ray Davis,8,1.6,7.41,-5.81
792,Darius Slayton,5,5.1,10.91,-5.81
804,Darnell Mooney,11,6.4,12.26,-5.86
2646,Quentin Johnston,10,9.2,15.06,-5.86
1766,Jonathan Taylor,1,12.8,18.67,-5.87
1535,James Cook,5,4.9,10.78,-5.88
134,Andrei Iosivas,2,2.2,8.11,-5.91
2330,Marquise Brown,1,19.9,25.81,-5.91
2107,Kimani Vidal,9,3.0,8.91,-5.91
3160,Trey McBride,4,12.2,18.13,-5.93
3429,Zach Charbonnet,6,4.7,10.63,-5.93
2352,Marvin Mims,3,1.4,7.36,-5.96
3244,Tyler Badie,1,3.6,9.56,-5.96
2574,Omarion Hampton,2,3.5,9.49,-5.99
715,DK Metcalf,10,6.5,12.49,-5.99
1332,Isaiah Williams,11,1.6,7.6,-6.0
3363,Wan'Dale Robinson,11,7.6,13.6,-6.0
2320,Mark Andrews,6,6.6,12.6,-6.0
1776,Jonathan Taylor,12,8.6,14.63,-6.03
3385,Woody Marks,12,7.9,13.94,-6.04
1427,Jahmyr Gibbs,1,15.0,21.04,-6.04
381,Bryce Young,9,3.98,10.04,-6.06
549,Chris Olave,3,15.7,21.76,-6.06
1997,Kareem Hunt,4,5.7,11.77,-6.07
1027,Drake Maye,1,16.78,22.85,-6.07
350,Brian Thomas,7,6.1,12.17,-6.07
180,Ashton Jeanty,6,16.6,22.7,-6.1
1075,Elic Ayomanor,4,6.4,12.5,-6.1
938,Deebo Samuel,8,4.2,10.32,-6.12
2962,Taysom Hill,10,2.0,8.13,-6.13
2995,Tetairoa McMillan,3,7.8,13.95,-6.15
311,Breece Hall,3,9.2,15.35,-6.15
1182,Geno Smith,11,13.92,20.07,-6.15
2160,Kyle Williams,11,0.0,6.16,-6.16
361,Brock Bowers,11,14.2,20.36,-6.16
2349,Marvin Harrison Jr.,10,14.3,20.46,-6.16
599,Chuba Hubbard,3,9.6,15.77,-6.17
1352,JJ McCarthy,2,5.82,12.03,-6.21
2822,Sam Darnold,7,10.62,16.84,-6.22
821,Davante Adams,5,13.8,20.03,-6.23
3331,Tyrone Tracy,1,5.5,11.74,-6.24
2741,Rhamondre Stevenson,8,5.9,12.14,-6.24
2105,Kimani Vidal,7,7.5,13.76,-6.26
2198,Lamar Jackson,11,6.72,13.0,-6.28
1728,Joe Flacco,1,14.2,20.48,-6.28
1442,Jake Browning,4,5.4,11.7,-6.3
1849,Josh Downs,12,3.0,9.3,-6.3
968,Devaughn Vele,8,2.0,8.31,-6.31
1081,Elic Ayomanor,11,3.1,9.48,-6.38
1514,Jalin Hyatt,5,0.0,6.39,-6.39
8,A.J. Brown,11,11.9,18.32,-6.42
962,Derrick Henry,10,11.4,17.82,-6.42
654,Cooper Kupp,11,5.3,11.73,-6.43
3012,Tez Johnson,11,1.6,8.03,-6.43
3283,Tyler Lockett,4,0.0,6.44,-6.44
1971,KaVontae Turpin,8,0.8,7.24,-6.44
504,Chase Brown,2,8.5,14.95,-6.45
1355,JJ McCarthy,11,8.0,14.46,-6.46
314,Breece Hall,6,5.9,12.39,-6.49
187,Austin Ekeler,2,4.4,10.93,-6.53
1711,Jerry Jeudy,3,2.7,9.24,-6.54
2850,Saquon Barkley,7,5.2,11.82,-6.62
2617,Patrick Mahomes,3,13.16,19.78,-6.62
1354,JJ McCarthy,10,16.72,23.44,-6.72
448,Cam Skattebo,4,13.0,19.74,-6.74
2111,Kirk Cousins,8,7.12,13.87,-6.75
503,Chase Brown,1,13.1,19.89,-6.79
3189,Tua Tagovailoa,9,9.54,16.33,-6.79
832,David Montgomery,4,1.2,8.05,-6.85
2742,Rhamondre Stevenson,12,2.0,8.93,-6.93
257,Blake Corum,4,3.6,10.55,-6.95
3422,Xavier Worthy,9,6.0,12.96,-6.96
2758,Rico Dowdle,11,15.0,22.0,-7.0
526,Chimere Dike,2,2.8,9.81,-7.01
3464,Zay Flowers,6,9.6,16.64,-7.04
704,DJ Moore,10,0.0,7.09,-7.09
1055,Dyami Brown,9,5.9,13.0,-7.1
924,DeVonta Smith,11,1.8,8.9,-7.1
1736,Joe Flacco,11,10.86,17.97,-7.11
424,Caleb Williams,11,10.32,17.44,-7.12
505,Chase Brown,3,6.0,13.13,-7.13
826,Davante Adams,11,7.1,14.24,-7.14
374,Bryce Young,1,11.16,18.31,-7.15
1432,Jahmyr Gibbs,6,7.2,14.38,-7.18
280,Bo Nix,10,7.8,15.0,-7.2
890,De'Von Achane,9,16.6,23.81,-7.21
2623,Patrick Mahomes,9,11.5,18.73,-7.23
467,Carson Wentz,7,16.32,23.57,-7.25
1283,Hunter Renfrow,1,3.1,10.37,-7.27
573,Christian McCaffrey,1,23.2,30.49,-7.29
281,Bo Nix,11,12.6,19.89,-7.29
3034,Tim Patrick,12,0.0,7.36,-7.36
582,Christian McCaffrey,10,17.6,24.99,-7.39
1171,Garrett Wilson,6,4.3,11.69,-7.39
3399,Xavier Legette,1,4.0,11.42,-7.42
2090,Khadarel Hodge,8,6.1,13.53,-7.43
215,Bam Knight,7,9.4,16.91,-7.51
1712,Jerry Jeudy,4,7.8,15.31,-7.51
76,Adonai Mitchell,12,6.2,13.75,-7.55
421,Caleb Williams,8,12.8,20.35,-7.55
2783,Rome Odunze,12,8.3,15.86,-7.56
1139,Emeka Egbuka,12,6.2,13.8,-7.6
1308,Isaiah Bond,8,0.0,7.61,-7.61
2184,Ladd McConkey,4,2.1,9.72,-7.62
432,Calvin Austin,10,3.4,11.03,-7.63
2291,Malik Nabers,1,12.1,19.74,-7.64
659,Cooper Rush,6,0.88,8.52,-7.64
3426,Zach Charbonnet,2,1.0,8.67,-7.67
2704,Rashid Shaheed,7,8.0,15.69,-7.69
718,Dak Prescott,1,7.82,15.51,-7.69
2541,Noah Gray,2,1.1,8.81,-7.71
371,Brock Wright,11,2.8,10.52,-7.72
3146,Trevor Lawrence,7,17.64,25.37,-7.73
2657,Quinshon Judkins,11,5.9,13.68,-7.78
152,Andy Dalton,8,4.1,11.89,-7.79
1338,Isiah Pacheco,6,6.1,13.91,-7.81
868,Davis Mills,9,6.18,14.02,-7.84
2453,Mike Evans,7,0.0,7.84,-7.84
3329,Tyrod Taylor,7,4.14,12.07,-7.93
1464,Jakobi Meyers,2,12.8,20.74,-7.94
453,Cam Ward,1,3.48,11.44,-7.96
685,D'Andre Swift,11,9.0,16.96,-7.96
620,Cole Kmet,4,7.6,15.57,-7.97
3382,Woody Marks,9,2.7,10.7,-8.0
2199,Lamar Jackson,12,7.22,15.22,-8.0
1803,Jordan Love,9,10.02,18.04,-8.02
437,Calvin Ridley,3,3.7,11.73,-8.03
1306,Isaiah Bond,5,4.9,12.96,-8.06
490,CeeDee Lamb,12,11.5,19.63,-8.13
822,Davante Adams,6,7.9,16.05,-8.15
2963,Taysom Hill,12,1.7,9.87,-8.17
399,C.J. Stroud,7,14.66,22.86,-8.2
677,D'Andre Swift,1,9.5,17.72,-8.22
2846,Saquon Barkley,3,9.5,17.75,-8.25
263,Blake Corum,11,1.5,9.75,-8.25
3142,Trevor Lawrence,3,8.78,17.04,-8.26
105,Alvin Kamara,3,6.6,14.87,-8.27
2739,Rhamondre Stevenson,6,1.8,10.13,-8.33
382,Bryce Young,10,3.56,11.94,-8.38
1023,Drake London,7,8.2,16.59,-8.39
566,Christian Kirk,3,5.5,13.95,-8.45
3108,Tre Tucker,2,4.9,13.37,-8.47
2451,Mike Evans,2,10.6,19.15,-8.55
1072,Elic Ayomanor,1,3.3,11.87,-8.57
1136,Emeka Egbuka,8,6.5,15.18,-8.68
1729,Joe Flacco,2,10.76,19.49,-8.73
2261,Mac Jones,7,6.18,14.95,-8.77
3292,Tyler Shough,8,5.32,14.14,-8.82
75,Adonai Mitchell,11,2.0,10.85,-8.85
547,Chris Olave,1,12.4,21.27,-8.87
3384,Woody Marks,11,6.1,14.98,-8.88
392,Bucky Irving,3,13.9,23.12,-9.22
1648,Jaylen Warren,3,13.1,22.33,-9.23
1364,Ja'Marr Chase,8,21.1,30.34,-9.24
2853,Saquon Barkley,11,10.0,19.25,-9.25
1804,Jordan Love,10,8.84,18.16,-9.32
725,Dak Prescott,8,8.62,18.0,-9.38
217,Bam Knight,10,4.3,13.81,-9.51
420,Caleb Williams,7,5.68,15.35,-9.67
2798,Russell Wilson,1,11.12,20.8,-9.68
511,Chase Brown,9,19.2,28.95,-9.75
2522,Nico Collins,7,6.7,16.47,-9.77
803,Darnell Mooney,10,2.7,12.47,-9.77
3187,Tua Tagovailoa,7,1.6,11.4,-9.8
798,Darnell Mooney,3,8.4,18.25,-9.85
3073,Travis Etienne,9,16.5,26.45,-9.95
2187,Ladd McConkey,7,15.7,25.81,-10.11
1018,Drake London,1,13.5,23.64,-10.14
1872,Josh Reynolds,7,5.9,16.11,-10.21
1548,Jameson Williams,4,5.7,15.94,-10.24
2421,Michael Penix Jr.,3,5.78,16.03,-10.25
2293,Malik Nabers,3,3.3,13.6,-10.3
1730,Joe Flacco,3,4.68,15.07,-10.39
2592,Parker Washington,7,10.2,20.79,-10.59
1177,Geno Smith,5,7.92,18.56,-10.64
271,Bo Nix,1,9.84,20.54,-10.7
418,Caleb Williams,4,12.78,23.53,-10.75
2888,Spencer Rattler,1,11.46,22.3,-10.84
3178,Troy Franklin,9,8.3,19.28,-10.98
1135,Emeka Egbuka,7,9.8,21.14,-11.34
1852,Josh Jacobs,3,12.4,23.82,-11.42
208,Baker Mayfield,7,12.12,23.61,-11.49
2800,Russell Wilson,3,7.1,18.6,-11.5
1366,Ja'Marr Chase,11,6.0,17.56,-11.56
3349,Van Jefferson,8,1.6,13.23,-11.63
536,Chris Godwin,4,5.6,17.24,-11.64
3,A.J. Brown,4,2.7,14.78,-12.08
575,Christian McCaffrey,3,24.0,36.11,-12.11
2588,Parker Washington,3,7.4,19.52,-12.12
457,Cam Ward,5,9.0,21.19,-12.19
1714,Jerry Jeudy,6,9.3,21.63,-12.33
1587,Javonte Williams,6,8.4,20.74,-12.34
3400,Xavier Legette,2,0.8,13.14,-12.34
2825,Sam Darnold,11,8.26,21.08,-12.82
3117,Tre Tucker,12,5.8,18.66,-12.86
345,Brian Thomas,2,8.9,21.88,-12.98
1793,Jordan Addison,10,6.5,19.52,-13.02
1731,Joe Flacco,4,4.26,17.6,-13.34
3295,Tyler Shough,12,9.92,23.51,-13.59
996,Dillon Gabriel,6,8.84,23.09,-14.25
1950,Justin Jefferson,10,7.7,22.18,-14.48
131,Amon-Ra St. Brown,11,6.2,20.84,-14.64
1174,Geno Smith,2,6.2,22.1,-15.9
278,Jonathan Taylor,All,297.5,192.52,104.98
254,Jaxon Smith-Njigba,All,280.0,185.48,94.52
227,Jahmyr Gibbs,All,270.7,185.88,84.82
285,Josh Allen,All,275.46,193.54,81.92
191,George Pickens,All,232.4,158.02,74.38
300,Justin Fields,All,201.24,134.51,66.73
243,James Cook,All,223.7,166.89,56.81
407,Puka Nacua,All,220.0,165.2,54.8
495,Tucker Kraft,All,123.2,69.75,53.45
42,Bijan Robinson,All,240.6,193.44,47.16
19,Amon-Ra St. Brown,All,227.3,182.2,45.1
235,Jalen Hurts,All,237.16,193.07,44.09
124,Dalton Kincaid,All,103.8,59.82,43.98
247,Jared Goff,All,203.96,160.33,43.63
310,Kayshon Boutte,All,102.6,59.51,43.09
368,Matthew Stafford,All,234.3,192.35,41.95
375,Michael Pittman Jr.,All,166.7,127.04,39.66
128,Daniel Jones,All,225.2,185.74,39.46
163,Drake London,All,193.0,155.43,37.57
145,De'Von Achane,All,243.3,206.05,37.25
438,Sam Darnold,All,184.3,148.41,35.89
338,Lamar Jackson,All,151.5,115.74,35.76
122,Dak Prescott,All,237.24,202.23,35.01
123,Dallas Goedert,All,120.6,85.93,34.67
164,Drake Maye,All,247.1,212.7,34.4
451,Stefon Diggs,All,155.9,123.0,32.9
403,Pat Freiermuth,All,82.8,50.3,32.5
404,Patrick Mahomes,All,249.88,218.42,31.46
480,Travis Kelce,All,147.5,116.32,31.18
490,Trey McBride,All,207.7,176.69,31.01
190,George Kittle,All,81.8,51.2,30.6
255,Jaxson Dart,All,165.38,135.53,29.85
260,Jaylen Waddle,All,154.52,125.13,29.39
230,Jake Ferguson,All,152.1,122.85,29.25
439,Sam LaPorta,All,106.9,79.25,27.65
246,Jameson Williams,All,124.2,97.08,27.12
416,Rashee Rice,All,104.2,78.62,25.58
151,Deebo Samuel,All,141.2,116.14,25.06
301,Justin Herbert,All,225.14,200.44,24.7
343,Luke McCaffrey,All,51.3,26.73,24.57
148,DeVonta Smith,All,154.4,130.56,23.84
135,Darren Waller,All,45.7,22.04,23.66
107,Colston Loveland,All,86.8,63.45,23.35
412,RJ Harvey,All,107.9,84.56,23.34
509,Tyler Warren,All,145.8,122.56,23.24
154,Derrick Henry,All,175.9,153.08,22.82
1,AJ Barner,All,96.5,73.96,22.54
425,Rico Dowdle,All,171.0,148.61,22.39
464,Tee Higgins,All,144.5,122.15,22.35
4,Aaron Rodgers,All,152.36,131.0,21.36
400,Oronde Gadsden,All,101.7,80.59,21.11
121,DK Metcalf,All,139.5,118.45,21.05
201,Hunter Henry,All,127.7,107.4,20.3
483,Tre Tucker,All,130.6,111.19,19.41
476,Tory Horton,All,59.1,39.72,19.38
358,Mark Andrews,All,102.0,82.71,19.29
136,Davante Adams,All,186.1,166.87,19.23
147,DeMario Douglas,All,83.5,64.43,19.07
364,Mason Rudolph,All,19.0,0.0,19.0
393,Noah Fant,All,73.5,54.69,18.81
104,Colby Parkinson,All,52.4,34.14,18.26
194,Greg Dortch,All,71.7,53.82,17.88
159,Devontez Walker,All,25.0,7.98,17.02
62,Brock Bowers,All,122.2,105.22,16.98
445,Sean Tucker,All,72.1,55.26,16.84
484,TreVeyon Henderson,All,140.8,124.21,16.59
299,Justice Hill,All,65.2,48.99,16.21
309,Kareem Hunt,All,117.9,102.59,15.31
231,Jake Tonges,All,72.6,57.41,15.19
318,Kendrick Bourne,All,85.2,70.2,15.0
276,John Metchie,All,38.4,23.53,14.87
34,Baker Mayfield,All,193.84,179.19,14.65
142,Davis Allen,All,47.3,33.43,13.87
215,Ja'Marr Chase,All,206.7,192.89,13.81
349,Mack Hollins,All,89.1,75.44,13.66
347,Luther Burden,All,62.6,49.14,13.46
99,Christian Watson,All,57.3,43.85,13.45
112,Courtland Sutton,All,138.9,125.5,13.4
241,Jameis Winston,All,49.28,35.91,13.37
535,Zay Flowers,All,146.3,132.94,13.36
408,Quentin Johnston,All,122.9,109.74,13.16
103,Cody White,All,13.0,0.0,13.0
325,Khalil Shakir,All,124.6,111.63,12.97
221,Jackson Hawes,All,35.9,22.97,12.93
469,Tez Johnson,All,82.9,69.99,12.91
470,Theo Johnson,All,111.7,98.85,12.85
0,A.J. Brown,All,135.7,122.98,12.72
281,Jordan Love,All,183.4,170.76,12.64
78,Cam Skattebo,All,128.7,116.6,12.1
46,Bo Nix,All,210.14,198.34,11.8
530,Zach Ertz,All,103.7,91.95,11.75
304,Juwan Johnson,All,119.7,107.97,11.73
73,Caleb Williams,All,219.22,207.58,11.64
32,Austin Hooper,All,43.3,31.91,11.39
336,Kyren Williams,All,177.0,165.61,11.39
524,Xavier Hutchinson,All,69.8,58.42,11.38
381,Mitchell Evans,All,34.8,23.49,11.31
289,Josh Oliver,All,25.2,14.37,10.83
436,Ryan Flournoy,All,54.5,43.91,10.59
256,Jayden Daniels,All,115.56,105.06,10.5
357,Marcus Mariota,All,91.9,81.71,10.19
360,Marquise Brown,All,106.9,96.78,10.12
496,Tutu Atwell,All,26.4,16.61,9.79
399,Omarion Hampton,All,80.0,70.29,9.71
63,Brock Purdy,All,61.74,52.17,9.57
296,JuJu Smith-Schuster,All,61.9,52.35,9.55
342,Luke Farrell,All,29.2,19.68,9.52
87,Charlie Kolar,All,27.8,18.62,9.18
282,Jordan Mason,All,101.5,92.39,9.11
178,Emeka Egbuka,All,170.8,161.72,9.08
265,Jeremy McNichols,All,54.0,44.97,9.03
468,Tetairoa McMillan,All,158.8,150.14,8.66
287,Josh Jacobs,All,181.5,172.86,8.64
197,Gunner Olszewski,All,14.72,6.12,8.6
127,Daniel Bellinger,All,38.2,29.76,8.44
457,Tank Bigsby,All,21.5,13.27,8.23
55,Brenton Strange,All,54.7,46.54,8.16
120,DJ Moore,All,116.18,108.07,8.11
138,David Montgomery,All,120.72,112.77,7.95
7,Adam Trautman,All,26.3,18.38,7.92
337,Ladd McConkey,All,148.4,140.54,7.86
38,Ben Skowronek,All,14.6,6.84,7.76
510,Tyquan Thornton,All,70.2,62.47,7.73
500,Tyler Allgeier,All,85.5,77.78,7.72
253,Javonte Williams,All,186.3,178.61,7.69
430,Roman Wilson,All,39.6,31.93,7.67
37,Ben Sinnott,All,12.3,4.72,7.58
249,Jaret Patterson,All,7.5,0.0,7.5
497,Ty Johnson,All,47.0,39.51,7.49
493,Tua Tagovailoa,All,147.72,140.25,7.47
390,Nico Collins,All,153.5,146.07,7.43
511,Tyreek Hill,All,56.5,49.08,7.42
319,Kenneth Gainwell,All,128.0,120.68,7.32
53,Breece Hall,All,163.86,156.79,7.07
213,J.K. Dobbins,All,121.9,115.14,6.76
506,Tyler Johnson,All,34.7,28.07,6.63
361,Marvin Harrison Jr.,All,112.5,105.88,6.62
203,Hunter Luepke,All,21.6,15.19,6.41
69,C.J. Stroud,All,128.98,122.8,6.18
206,Isaac TeSlaa,All,22.5,16.34,6.16
98,Christian McCaffrey,All,287.9,281.81,6.09
275,John FitzPatrick,All,17.0,10.96,6.04
362,Marvin Mims,All,63.0,57.12,5.88
202,Hunter Long,All,32.5,26.73,5.77
308,Kameron Johnson,All,17.7,12.03,5.67
223,Jacoby Brissett,All,140.48,134.98,5.5
134,Darnell Washington,All,51.1,45.8,5.3
114,Curtis Samuel,All,21.1,15.81,5.29
443,Scott Matlock,All,8.3,3.07,5.23
61,Brittain Brown,All,9.7,4.47,5.23
177,Emari Demercado,All,43.5,38.29,5.21
68,Bucky Irving,All,76.0,70.83,5.17
266,Jeremy Ruckert,All,30.8,25.66,5.14
137,David Martin-Robinson,All,7.1,2.01,5.09
291,Josh Whyle,All,8.3,3.22,5.08
474,Tommy Tremble,All,43.4,38.45,4.95
512,Tyrell Shavers,All,34.2,29.26,4.94
118,D.Drummond,All,4.8,0.0,4.8
352,Malik Heath,All,14.6,9.86,4.74
459,Tanner Hudson,All,26.2,21.5,4.7
30,Ashton Jeanty,All,169.5,164.86,4.64
22,Andrew Beck,All,12.6,7.99,4.61
522,X.Restrepo,All,4.6,0.0,4.6
226,Jahan Dotson,All,35.4,30.93,4.47
330,Kyle Juszczyk,All,39.7,35.4,4.3
85,CeeDee Lamb,All,128.4,124.23,4.17
146,DeAndre Hopkins,All,50.2,46.09,4.11
518,Wan'Dale Robinson,All,169.6,165.49,4.11
350,Malachi Corley,All,15.2,11.1,4.1
258,Jayden Reed,All,13.5,9.4,4.1
23,Andrew Ogletree,All,8.8,4.72,4.08
491,Treylon Burks,All,11.2,7.15,4.05
140,David Njoku,All,76.8,72.8,4.0
437,Ryan Miller,All,11.4,7.41,3.99
482,Tre Harris,All,35.7,31.72,3.98
237,Jalen Nailor,All,70.3,66.32,3.98
442,Savion Williams,All,25.6,22.09,3.51
205,Ian Thomas,All,18.9,15.41,3.49
187,Garrett Wilson,All,99.5,96.02,3.48
504,Tyler Higbee,All,51.0,47.59,3.41
196,Gunnar Heim,All,62.7,59.32,3.38
415,Raheim Sanders,All,6.3,3.05,3.25
57,Brevyn Spann-Ford,All,13.2,9.98,3.22
467,Terry McLaurin,All,39.3,36.09,3.21
402,Pat Bryant,All,44.1,40.9,3.2
18,Ameer Abdullah,All,18.0,14.91,3.09
242,James Conner,All,33.3,30.21,3.09
529,Zach Charbonnet,All,96.2,93.21,2.99
131,Dareke Young,All,6.8,3.84,2.96
424,Ricky Pearsall,All,59.3,56.34,2.96
382,Mitchell Tinsley,All,24.8,21.97,2.83
117,D.Cooper,All,2.7,0.0,2.7
314,Keenan Allen,All,142.2,139.59,2.61
472,Tim Patrick,All,27.3,24.71,2.59
64,Brock Wright,All,36.8,34.23,2.57
322,Keon Coleman,All,85.0,82.45,2.55
356,Malik Willis,All,6.42,3.92,2.5
209,Isaiah Hodgins,All,22.9,20.45,2.45
29,Ashton Dulin,All,20.0,17.55,2.45
440,Samaje Perine,All,34.8,32.4,2.4
219,Jack Stoll,All,13.5,11.14,2.36
257,Jayden Higgins,All,80.4,78.13,2.27
261,Jaylen Warren,All,134.3,132.04,2.26
477,Travis Etienne,All,169.5,167.24,2.26
110,Cooper Kupp,All,77.4,75.23,2.17
224,Jacoby Jones,All,3.5,1.39,2.11
391,Nikko Remigio,All,4.2,2.2,2.0
76,Cam Akers,All,7.18,5.22,1.96
273,Joe Milton,All,6.96,5.07,1.89
225,Jacory Croskey-Merritt,All,90.6,88.77,1.83
385,Nate Adkins,All,16.8,15.0,1.8
3,Aaron Jones,All,70.5,68.7,1.8
441,Saquon Barkley,All,167.3,165.51,1.79
245,James Proche,All,7.2,5.48,1.72
90,Chig Okonkwo,All,72.7,70.98,1.72
109,Connor Heyward,All,10.7,9.05,1.65
264,Jaylin Noel,All,48.2,46.58,1.62
244,James Mitchell,All,5.8,4.25,1.55
328,Konata Mumpfield,All,13.7,12.28,1.42
106,Colson,All,1.4,0.0,1.4
305,KaVontae Turpin,All,48.2,46.87,1.33
286,Josh Downs,All,87.9,86.74,1.16
461,Tay Martin,All,4.3,3.19,1.11
379,Miles Sanders,All,27.7,26.62,1.08
80,Carson Wentz,All,81.34,80.26,1.08
371,Michael Bandy,All,2.6,1.53,1.07
54,Brenden Bates,All,4.3,3.27,1.03
320,Kenneth Walker,All,127.4,126.42,0.98
499,Tylan Wallace,All,14.5,13.59,0.91
129,Dante Pettis,All,2.4,1.49,0.91
139,David Moore,All,2.7,1.83,0.87
502,Tyler Conklin,All,15.7,14.88,0.82
67,Brycen Tremayne,All,25.3,24.49,0.81
410,Quinshon Judkins,All,132.7,131.9,0.8
471,Tim Jones,All,2.5,1.72,0.78
228,Jake Bobo,All,4.0,3.29,0.71
280,Jordan Addison,All,94.8,94.14,0.66
431,Rome Odunze,All,149.3,148.65,0.65
396,O.Wright,All,0.6,0.0,0.6
519,Will Dissly,All,8.3,7.7,0.6
170,Dylan Sampson,All,63.4,62.85,0.55
417,Rasheen Ali,All,3.0,2.46,0.54
248,Jared Wayne,All,4.0,3.5,0.5
179,Eric Saubert,All,2.2,1.72,0.48
515,Tyson Bagent,All,2.58,2.12,0.46
456,Tai Felton,All,1.9,1.46,0.44
222,Jacob Saylors,All,1.1,0.67,0.43
65,Bryce Oliver,All,1.8,1.43,0.37
233,Jaleel McLaughlin,All,8.4,8.04,0.36
234,Jalen Coker,All,24.8,24.44,0.36
465,Terrance Ferguson,All,24.8,24.56,0.24
386,Nathan Carter,All,5.0,4.79,0.21
432,Romeo Doubs,All,119.2,119.01,0.19
93,Chris Manhertz,All,1.7,1.54,0.16
498,Tyjae Spears,All,58.7,58.54,0.16
295,Josiah Deguara,All,1.6,1.45,0.15
173,Elijah Higgins,All,31.2,31.05,0.15
12,Alec Pierce,All,99.1,98.99,0.11
433,Roschon Johnson,All,1.7,1.63,0.07
77,Cam Grandy,All,1.6,1.56,0.04
449,Spencer Anderson,All,1.4,1.39,0.01
56,Brett Rypien,All,0.0,0.0,0.0
288,Josh Karty,All,0.0,0.0,0.0
315,Keleki Latu,All,1.4,1.43,-0.03
447,Sione Vaki,All,0.4,0.45,-0.05
429,Rodney Thomas,All,0.3,0.41,-0.11
81,Carter Runyon,All,1.3,1.42,-0.12
70,CJ Ham,All,1.5,1.62,-0.12
166,Drew Sample,All,14.4,14.54,-0.14
84,Cedrick Wilson,All,2.9,3.05,-0.15
307,Kalif Raymond,All,31.9,32.08,-0.18
20,Andre Baccellia,All,1.5,1.68,-0.18
331,Kyle Monangai,All,92.8,93.02,-0.22
422,Reggie Gilliam,All,1.2,1.42,-0.22
405,Patrick Ricard,All,0.3,0.56,-0.26
303,Justin Watson,All,6.0,6.27,-0.27
144,Dawson Knox,All,41.5,41.78,-0.28
176,Emanuel Wilson,All,77.4,77.71,-0.31
250,Jarrett Stidham,All,-0.1,0.22,-0.32
183,Gabe Davis,All,10.2,10.64,-0.44
428,Robert Tonyan,All,1.1,1.56,-0.46
27,Antonio Gibson,All,19.2,19.68,-0.48
25,Anthony Gould,All,1.3,1.83,-0.53
297,Julian Hill,All,22.1,22.65,-0.55
193,Grant Stuard,All,0.0,0.56,-0.56
283,Jordan Watkins,All,4.6,5.24,-0.64
181,Feleipe Franks,All,0.4,1.06,-0.66
313,Kedon Slovis,All,-0.08,0.58,-0.66
108,Connor Colby,All,0.9,1.63,-0.73
96,Chris Rodriguez,All,47.5,48.25,-0.75
516,Ulysses Bentley,All,0.0,0.75,-0.75
523,Xavier Gipson,All,2.6,3.35,-0.75
113,Craig Reynolds,All,0.4,1.18,-0.78
426,Riley Leonard,All,0.1,0.93,-0.83
448,Skyy Moore,All,10.5,11.34,-0.84
9,Adrian Martinez,All,-0.1,0.76,-0.86
269,Jimmy Garoppolo,All,-0.3,0.57,-0.87
453,TJ Hockenson,All,79.9,80.84,-0.94
172,Elijah Arroyo,All,37.9,38.9,-1.0
316,Kendall Milton,All,0.2,1.2,-1.0
292,Josh Williams,All,1.1,2.11,-1.01
409,Quinn Ewers,All,2.12,3.13,-1.01
